Curve_UACJ solar_20231019121210
Time,Meteo Station5(08224)/Ambient Humidity(%RH),Meteo Station5(08224)/Atmospheric Pressure(hPa),Meteo Station5(08224)/Wind Angle(°),Meteo Station5(08224)/Wind Speed(m/s),Meteo Station5(08224)/Ambient Temperature(℃),Meteo Station5(08224)/Temp. (PV module)(℃),Meteo Station5(08224)/Slope Transient Irradiation(W/㎡),UACJ solar(46372)/Inverter AC Power(kW)
2023-10-17 19:25:00,85.7,998.4,338,0,28.3,27,0,0
2023-10-17 19:30:00,86.1,998.5,321,0,28.2,27,0,0
2023-10-17 19:35:00,86.7,998.6,288,0,28.1,26.9,0,0
2023-10-17 19:40:00,87.2,998.6,300,0,28.1,26.8,0,0
2023-10-17 19:45:00,88.2,998.7,286,0,28,26.7,0,0
2023-10-17 19:50:00,88.4,998.9,325,0,27.9,26.6,0,0
2023-10-17 19:55:00,88.8,998.9,312,0,27.8,26.6,0,0
2023-10-17 20:00:00,89,998.9,351,0,27.6,26.7,0,0
2023-10-17 20:05:00,89.3,999,298,0,27.6,26.7,0,0
2023-10-17 20:10:00,89.2,999.1,354,0,27.6,26.7,0,0
2023-10-17 20:15:00,89.1,999.2,329,0,27.5,26.6,0,0
2023-10-17 20:20:00,89.3,999.2,307,0,27.6,26.6,0,0
2023-10-17 20:25:00,89.3,999.2,312,0,27.6,26.6,0,0
2023-10-17 20:30:00,89.2,999.4,290,0,27.6,26.5,0,0
2023-10-17 20:35:00,89,999.4,283,0,27.7,26.3,0,0
2023-10-17 20:40:00,89,999.5,287,0.1,27.7,26.4,0,0
2023-10-17 20:45:00,89.1,999.5,298,0,27.7,26.3,0,0
2023-10-17 20:50:00,89.2,999.5,294,0,27.6,26.2,0,0
2023-10-17 20:55:00,89.5,999.4,280,0,27.6,26.1,0,0
2023-10-17 21:00:00,89.6,999.4,281,0,27.5,26.1,0,0
2023-10-17 21:05:00,89.8,999.6,285,0,27.5,26,0,0
2023-10-17 21:10:00,89.9,999.6,301,0,27.4,26,0,0
2023-10-17 21:15:00,90.5,999.7,296,0,27.3,26,0,0
2023-10-17 21:20:00,90.8,999.7,350,0,27.3,26,0,0
2023-10-17 21:25:00,90.8,999.7,290,0,27.3,26,0,0
2023-10-17 21:30:00,90.8,999.7,280,0,27.4,25.9,0,0
2023-10-17 21:35:00,90.8,999.7,298,0,27.4,25.8,0,0
2023-10-17 21:40:00,90.9,999.7,292,0,27.4,25.8,0,0
2023-10-17 21:45:00,91.1,999.6,294,0,27.3,25.8,0,0
2023-10-17 21:50:00,91.6,999.8,275,0,27.2,25.6,0,0
2023-10-17 21:55:00,92.2,999.8,278,0,27.1,25.4,0,0
2023-10-17 22:00:00,92.6,999.8,300,0,27.1,25.4,0,0
2023-10-17 22:05:00,93.1,999.9,280,0,27.1,25.3,--,0
2023-10-17 22:10:00,93.3,999.9,286,0,27,25.3,--,0
2023-10-17 22:15:00,93.5,999.9,288,0,27,25.3,--,0
2023-10-17 22:20:00,93.5,999.8,275,0,26.9,25.4,--,0
2023-10-17 22:25:00,93.3,999.8,283,0,27,25.3,--,0
2023-10-17 22:30:00,93.5,999.8,298,0,26.9,25.3,--,0
2023-10-17 22:35:00,93.5,999.8,279,0,26.9,25.3,--,0
2023-10-17 22:40:00,93.6,999.8,347,0,26.9,25.3,--,0
2023-10-17 22:45:00,93.8,999.8,329,0,26.7,25.3,--,0
2023-10-17 22:50:00,94,999.7,280,0,26.7,25.2,--,0
2023-10-17 22:55:00,94.4,999.8,251,0,26.7,25.2,--,0
2023-10-17 23:00:00,94.4,999.8,296,0,26.7,25.1,--,0
2023-10-17 23:05:00,94.2,999.8,287,0,26.7,25.1,--,0
2023-10-17 23:10:00,94.2,999.7,273,0,26.8,25.2,--,0
2023-10-17 23:15:00,94.1,999.8,283,0,26.8,25.3,--,0
2023-10-17 23:20:00,94.1,999.9,276,0,26.8,25.3,--,0
2023-10-17 23:25:00,93.9,999.9,295,0,26.8,25.3,--,0
2023-10-17 23:30:00,94.2,1000,282,0,26.8,25.3,--,0
2023-10-17 23:35:00,94.4,999.8,295,0,26.8,25.3,--,0
2023-10-17 23:40:00,94.4,1000,289,0,26.7,25.3,--,0
2023-10-17 23:45:00,94.5,999.8,293,0,26.7,25.2,--,0
2023-10-17 23:50:00,94.7,999.8,276,0,26.7,25.1,--,0
2023-10-17 23:55:00,94.7,999.8,289,0,26.6,25.1,--,0
